"","Haltestellen_No_2023","Y_Koord_2023","X_Koord_2023","Name","Bahnknoten_2023","Bahnlinie_Anz_2023","TramBus_Anz_2023","Seilbahn_Anz_2023","A_Intervall_2023","B_Intervall_2023","Hst_Kat_2023","Haltestellen_No_2022","Y_Koord_2022","X_Koord_2022","Bahnknoten_2022","Bahnlinie_Anz_2022","TramBus_Anz_2022","Seilbahn_Anz_2022","A_Intervall_2022","B_Intervall_2022","Hst_Kat_2022","Haltestellen_No_2021","Y_Koord_2021","X_Koord_2021","Bahnknoten_2021","Bahnlinie_Anz_2021","TramBus_Anz_2021","Seilbahn_Anz_2021","A_Intervall_2021","B_Intervall_2021","Hst_Kat_2021","Haltestellen_No_2020","Y_Koord_2020","X_Koord_2020","Bahnknoten_2020","Bahnlinie_Anz_2020","TramBus_Anz_2020","Seilbahn_Anz_2020","A_Intervall_2020","B_Intervall_2020","Hst_Kat_2020","Haltestellen_No_2019","Y_Koord_2019","X_Koord_2019","Bahnknoten_2019","Bahnlinie_Anz_2019","TramBus_Anz_2019","Seilbahn_Anz_2019","A_Intervall_2019","B_Intervall_2019","Hst_Kat_2019","Haltestellen_No_2018","Y_Koord_2018","X_Koord_2018","Bahnknoten_2018","Bahnlinie_Anz_2018","TramBus_Anz_2018","Seilbahn_Anz_2018","A_Intervall_2018","B_Intervall_2018","Hst_Kat_2018","Haltestellen_No_2017","Y_Koord_2017","X_Koord_2017","Bahnknoten_2017","Bahnlinie_Anz_2017","TramBus_Anz_2017","Seilbahn_Anz_2017","A_Intervall_2017","B_Intervall_2017","Hst_Kat_2017","Haltestellen_No_2016","Y_Koord_2016","X_Koord_2016","Bahnknoten_2016","Bahnlinie_Anz_2016","TramBus_Anz_2016","Seilbahn_Anz_2016","A_Intervall_2016","B_Intervall_2016","Hst_Kat_2016","Haltestellen_No_2015","Y_Koord_2015","X_Koord_2015","Bahnknoten_2015","Bahnlinie_Anz_2015","TramBus_Anz_2015","Seilbahn_Anz_2015","A_Intervall_2015","B_Intervall_2015","Hst_Kat_2015","Haltestellen_No_2014","Y_Koord_2014","X_Koord_2014","Bahnknoten_2014","Bahnlinie_Anz_2014","TramBus_Anz_2014","Seilbahn_Anz_2014","A_Intervall_2014","B_Intervall_2014","Hst_Kat_2014","Haltestellen_No_2013","Y_Koord_2013","X_Koord_2013","Bahnknoten_2013","Bahnlinie_Anz_2013","TramBus_Anz_2013","Seilbahn_Anz_2013","A_Intervall_2013","B_Intervall_2013","Hst_Kat_2013"
"33",8503502,2660406.96,1263636.1,"Siggenthal-Würenlingen",0,68,0,0,24.71,0,4,8503502,2660406.96,1263636.1,0,68,0,0,24.71,0,4,8503502,2660406.95894737,1263636.10073535,0,68,0,0,24.71,0,4,8503502,2660406.95894737,1263636.10073535,0,68,0,0,24.71,0,4,8503502,2660372.21610585,1263328.18561963,0,68,0,0,24.71,0,4,8503502,2660372.21610585,1263328.18561963,0,68,0,0,24.71,0,4,8503502,2660372.9326097,1263328.05520907,0,60,0,0,28,0,4,8503502,2660372.9326097,1263328.05520907,0,68,0,0,24.71,0,4,8503502,2660372.9326097,1263328.05520907,0,68,0,0,24.71,0,4,8503502,2660372.94011034,1263328.0942093,0,60,0,0,28,0,4,8503502,2660373.28936084,1263327.93720337,0,60,0,0,28,0,4
"34",8503503,2661404.45,1260429.24,"Turgi",1,237,0,0,7.09,0,1,8503503,2661404.45,1260429.24,1,237,0,0,7.09,0,1,8503503,2661404.45138926,1260429.2362313,1,237,0,0,7.09,0,1,8503503,2661403.70272709,1260436.0112404,1,237,0,0,7.09,0,1,8503503,2661403.02471714,1260436.00425001,1,237,0,0,7.09,0,1,8503503,2661403.02471714,1260436.00425001,1,236,0,0,7.12,0,1,8503503,2661403.91987927,1260429.07983887,1,225,0,0,7.47,0,1,8503503,2661403.91987927,1260429.07983887,1,232,0,0,7.24,0,1,8503503,2661403.91987927,1260429.07983887,1,232,0,0,7.24,0,1,8503503,2661403.89787896,1260429.08083918,1,225,0,0,7.47,0,1,8503503,2661404.21763145,1260428.93323468,1,225,0,0,7.47,0,1
"35",8503504,2665511.34,1258768.16,"Baden",1,319,0,0,5.27,0,1,8503504,2665511.34,1258768.16,1,319,0,0,5.27,0,1,8503504,2665511.3374071,1258768.15721523,1,319,0,0,5.27,0,1,8503504,2665511.26242955,1258774.93902766,1,319,0,0,5.27,0,1,8503504,2665509.90567402,1258774.92404231,1,319,0,0,5.27,0,1,8503504,2665509.90567402,1258774.92404231,1,319,0,0,5.27,0,1,8503504,2665510.91740505,1258768.05241959,1,307,0,0,5.47,0,1,8503504,2665510.91740505,1258768.05241959,1,320,0,0,5.25,0,1,8503504,2665510.91740505,1258768.05241959,1,319,0,0,5.27,0,1,8503504,2665510.93540502,1258768.02141935,1,308,0,0,5.45,0,1,8503504,2665511.27865583,1258767.85021534,1,307,0,0,5.47,0,1
"36",8503505,2666157.82,1256909.1,"Wettingen",0,154,0,0,10.91,0,3,8503505,2666157.82,1256909.1,0,154,0,0,10.91,0,3,8503505,2666157.82191755,1256909.09947294,0,154,0,0,10.91,0,3,8503505,2666157.5957557,1256929.33392304,0,154,0,0,10.91,0,3,8503505,2666155.55997593,1256929.31113186,0,154,0,0,10.91,0,3,8503505,2666155.55997593,1256929.31113186,0,154,0,0,10.91,0,3,8503505,2666156.94565425,1256908.97947648,0,147,0,0,11.43,0,3,8503505,2666156.94565425,1256908.97947648,0,153,0,0,10.98,0,3,8503505,2666156.94565425,1256908.97947648,0,154,0,0,10.91,0,3,8503505,2666156.93215419,1256909.01147661,0,147,0,0,11.43,0,3,8503505,2666157.28115852,1256908.84387468,0,147,0,0,11.43,0,3
"37",8503506,2669072.6,1254016.71,"Killwangen-Spreitenbach",1,99,0,0,16.97,0,2,8503506,2669072.6,1254016.71,1,99,0,0,16.97,0,2,8503506,2669072.60409616,1254016.71484694,1,99,0,0,16.97,0,2,8503506,2669073.20388093,1254023.50450103,1,99,0,0,16.97,0,2,8503506,2669071.16712467,1254023.48071431,1,97,0,0,17.32,0,2,8503506,2669071.16712467,1254023.48071431,1,97,0,0,17.32,0,2,8503506,2669071.96459564,1254017.00565366,1,84,0,0,20,0,3,8503506,2669071.96459564,1254017.00565366,1,84,0,0,20,0,3,8503506,2669071.96459564,1254017.00565366,1,84,0,0,20,0,3,8503506,2669071.94859545,1254016.97565351,1,84,0,0,20,0,3,8503506,2669072.31584574,1254016.80744964,1,84,0,0,20,0,3
"38",8503511,2667318.57,1255924.57,"Neuenhof",0,56,0,0,30,0,4,8503511,2667318.57,1255924.57,0,56,0,0,30,0,4,8503511,2667318.5652616,1255924.5741324,0,56,0,0,30,0,4,8503511,2667319.17455327,1255930.69656607,0,56,0,0,30,0,4,8503511,2667317.06255916,1255937.34401917,0,56,0,0,30,0,4,8503511,2667317.06255916,1255937.34401917,0,56,0,0,30,0,4,8503511,2667317.93149951,1255923.99953267,0,56,0,0,30,0,4,8503511,2667317.93149951,1255923.99953267,0,56,0,0,30,0,4,8503511,2667317.93149951,1255923.99953267,0,56,0,0,30,0,4,8503511,2667317.94349968,1255923.9993326,0,56,0,0,30,0,4,8503511,2667318.30325389,1255923.83312944,0,56,0,0,30,0,4
"39",8503528,2671557.03,1256449.09,"Otelfingen",0,56,0,0,30,0,4,8503528,2671557.03,1256449.09,0,56,0,0,30,0,4,8503528,2671557.03439223,1256449.09378302,0,56,0,0,30,0,4,8503528,2671556.95258164,1256455.87545511,0,56,0,0,30,0,4,8503528,2671554.91658432,1256455.85087428,0,56,0,0,30,0,4,8503528,2671554.91658432,1256455.85087428,0,56,0,0,30,0,4,8503528,2671556.000145,1256448.9239911,0,57,0,0,29.47,0,4,8503528,2671556.000145,1256448.9239911,0,56,0,0,30,0,4,8503528,2671556.000145,1256448.9239911,0,56,0,0,30,0,4,8503528,2671556.00014462,1256448.96619155,0,57,0,0,29.47,0,4,8503528,2671556.38589572,1256448.79178603,0,57,0,0,29.47,0,4
"40",8503529,2669316.68,1255401.91,"Würenlos",0,56,0,0,30,0,4,8503529,2669316.68,1255401.91,0,56,0,0,30,0,4,8503529,2669316.67627067,1255401.90575161,0,56,0,0,30,0,4,8503529,2669316.51876323,1255415.35800865,0,56,0,0,30,0,4,8503529,2669315.16126072,1255415.34221695,0,56,0,0,30,0,4,8503529,2669315.16126072,1255415.34221695,0,56,0,0,30,0,4,8503529,2669315.98302087,1255401.97955619,0,56,0,0,30,0,4,8503529,2669315.98302087,1255401.97955619,0,56,0,0,30,0,4,8503529,2669315.98302087,1255401.97955619,0,56,0,0,30,0,4,8503529,2669315.96727089,1255401.9821563,0,56,0,0,30,0,4,8503529,2669316.34151848,1255401.8145533,0,56,0,0,30,0,4
"41",8503581,2666720.88,1264280.09,"Lengnau AG, Unterlengnau",0,0,122,0,0,13.77,4,8503581,2666720.88,1264280.09,0,0,122,0,0,13.77,4,8503581,2666720.87550631,1264280.09135264,0,0,122,0,0,13.77,4,8503581,2666720.87550631,1264280.09135264,0,0,122,0,0,13.77,4,8503581,2666720.87550631,1264280.09135264,0,0,122,0,0,13.77,4,8503581,2666720.87550631,1264280.09135264,0,0,122,0,0,13.77,4,8503581,2666722.04949126,1264279.9841472,0,0,109,0,0,15.41,4,8503581,2666722.04949126,1264279.9841472,0,0,122,0,0,13.77,4,8503581,2666722.04949126,1264279.9841472,0,0,122,0,0,13.77,4,8503581,2666722.02224204,1264280.00234725,0,0,109,0,0,15.41,4,8503581,2666706.40816695,1264298.78352765,0,0,110,0,0,15.27,4
"42",8503585,2667914.13,1260762.26,"Ehrendingen, Post",0,0,157,0,0,10.7,4,8503585,2667914.79,1260764.27,0,0,157,0,0,10.7,4,8503585,2667914.7889604,1260764.27167761,0,0,157,0,0,10.7,4,8503585,2667914.7889604,1260764.27167761,0,0,157,0,0,10.7,4,8503585,2667914.7889604,1260764.27167761,0,0,157,0,0,10.7,4,8503585,2667914.7889604,1260764.27167761,0,0,157,0,0,10.7,4,8503585,2667915.99495982,1260764.0516761,0,0,171,0,0,9.82,3,8503585,2667915.99495982,1260764.0516761,0,0,157,0,0,10.7,4,8503585,2667915.99495982,1260764.0516761,0,0,157,0,0,10.7,4,8503585,2667915.97745946,1260763.99967586,0,0,169,0,0,9.94,3,8503585,2667916.33520846,1260763.81207482,0,0,169,0,0,9.94,3
"43",8503586,2668355.86,1261554.94,"Ehrendingen, Unterdorf",0,0,96,0,0,17.5,4,8503586,2668351.9,1261544.77,0,0,96,0,0,17.5,4,8503586,2668351.90376978,1261544.77388337,0,0,96,0,0,17.5,4,8503586,2668351.90376978,1261544.77388337,0,0,96,0,0,17.5,4,8503586,2668351.90376978,1261544.77388337,0,0,96,0,0,17.5,4,8503586,2668351.90376978,1261544.77388337,0,0,96,0,0,17.5,4,8503586,2668352.95952226,1261545.00048405,0,0,127,0,0,13.23,4,8503586,2668352.95952226,1261545.00048405,0,0,96,0,0,17.5,4,8503586,2668352.95952226,1261545.00048405,0,0,96,0,0,17.5,4,8503586,2668352.9830223,1261545.00328405,0,0,127,0,0,13.23,4,8503586,2668353.34077174,1261544.81568296,0,0,127,0,0,13.23,4
"44",8503588,2667589.11,1260003.31,"Ehrendingen, Höhtal",0,0,157,0,0,10.7,4,8503588,2667589.11,1260003.31,0,0,157,0,0,10.7,4,8503588,2667589.10833485,1260003.3129922,0,0,157,0,0,10.7,4,8503588,2667589.10833485,1260003.3129922,0,0,157,0,0,10.7,4,8503588,2667589.10833485,1260003.3129922,0,0,157,0,0,10.7,4,8503588,2667589.10833485,1260003.3129922,0,0,157,0,0,10.7,4,8503588,2667589.99933694,1260002.98318703,0,0,171,0,0,9.82,3,8503588,2667589.99933694,1260002.98318703,0,0,157,0,0,10.7,4,8503588,2667589.99933694,1260002.98318703,0,0,157,0,0,10.7,4,8503588,2667589.96258698,1260003.00458721,0,0,169,0,0,9.94,3,8503588,2667612.31543072,1260043.82168422,0,0,169,0,0,9.94,3
"45",8503589,2669732.27,1262790.26,"Schneisingen, Murzlen",0,0,87,0,0,19.31,4,8503589,2669732.27,1262790.26,0,0,87,0,0,19.31,4,8503589,2669732.2665794,1262790.2582871,0,0,87,0,0,19.31,4,8503589,2669732.2665794,1262790.2582871,0,0,87,0,0,19.31,4,8503589,2669776.82271493,1262800.23561407,0,0,87,0,0,19.31,4,8503589,2669776.82271493,1262800.23561407,0,0,87,0,0,19.31,4,8503589,2669777.96871545,1262800.01921148,0,0,73,0,0,23.01,5,8503589,2669777.96871545,1262800.01921148,0,0,87,0,0,19.31,4,8503589,2669777.96871545,1262800.01921148,0,0,87,0,0,19.31,4,8503589,2669777.99271539,1262800.00421141,0,0,73,0,0,0,5,8503589,2669766.34517635,1262796.81862962,0,0,73,0,0,23.01,5
"46",8503593,2660858.02,1264056.92,"Würenlingen, Weissenstein",0,0,56,0,0,30,5,8503593,2660858.02,1264056.92,0,0,56,0,0,30,5,8503593,2660858.02480404,1264056.92351115,0,0,56,0,0,30,5,8503593,2660858.02480404,1264056.92351115,0,0,56,0,0,30,5,8503593,2660858.02480404,1264056.92351115,0,0,56,0,0,30,5,8503593,2660858.02480404,1264056.92351115,0,0,56,0,0,30,5,8503593,2660858.98182278,1264057.12930224,0,0,44,0,0,38.18,5,8503593,2660858.98182278,1264057.12930224,0,0,44,0,0,38.18,5,8503593,2660858.98182278,1264057.12930224,0,0,45,0,0,37.33,5,8503593,2660858.95807146,1264057.09470211,0,0,45,0,0,0,5,8503593,2660837.31543029,1264018.93690422,0,0,45,0,0,37.33,5
"47",8503596,2669687.71,1263585.78,"Schneisingen, Mitteldorf",0,0,45,0,0,37.33,5,8503596,2669687.71,1263585.78,0,0,45,0,0,37.33,5,8503596,2669687.70581087,1263585.77719525,0,0,45,0,0,37.33,5,8503596,2669687.70581087,1263585.77719525,0,0,45,0,0,37.33,5,8503596,2669687.70581087,1263585.77719525,0,0,45,0,0,37.33,5,8503596,2669687.70581087,1263585.77719525,0,0,45,0,0,37.33,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8503596,2669689.00781631,1263586.00359134,0,0,45,0,0,37.33,5,8503596,2669689.00781631,1263586.00359134,0,0,45,0,0,37.33,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",8503767,2663892.99,1260126.91,"Nussbaumen AG, Landschreiber",0,0,223,0,0,7.53,3,8503767,2663892.99,1260126.91,0,0,223,0,0,7.53,3,8503767,2663892.98572398,1260126.90907949,0,0,223,0,0,7.53,3,8503767,2663904.07778366,1260104.79033793,0,0,223,0,0,7.53,3,8503767,2663904.07778366,1260104.79033793,0,0,223,0,0,7.53,3,8503767,2663904.07778366,1260104.79033793,0,0,223,0,0,7.53,3,8503767,2663904.92654677,1260105.05832698,0,0,223,0,0,7.53,3,8503767,2663904.92654677,1260105.05832698,0,0,223,0,0,7.53,3,8503767,2663904.92654677,1260105.05832698,0,0,223,0,0,7.53,3,8503767,2663904.9265466,1260105.04652698,0,0,223,0,0,7.53,3,8503767,2663905.26229798,1260104.88232267,0,0,223,0,0,7.53,3
"49",8503776,2661366.15,1261316.93,"Untersiggenthal, Mühleweg",0,0,255,0,0,6.59,3,8503776,2661366.15,1261316.93,0,0,255,0,0,6.59,3,8503776,2661366.15001443,1261316.93237563,0,0,255,0,0,6.59,3,8503776,2661366.15001443,1261316.93237563,0,0,255,0,0,6.59,3,8503776,2661366.15001443,1261316.93237563,0,0,255,0,0,6.59,3,8503776,2661366.15001443,1261316.93237563,0,0,255,0,0,6.59,3,8503776,2661366.90852822,1261317.12316483,0,0,249,0,0,6.75,3,8503776,2661366.90852822,1261317.12316483,0,0,249,0,0,6.75,3,8503776,2661366.90852822,1261317.12316483,0,0,252,0,0,6.67,3,8503776,2661366.91027764,1261317.08116482,0,0,249,0,0,6.75,3,8503776,2661379.23756852,1261341.92818446,0,0,249,0,0,6.75,3
"50",8503777,2662021.86,1261144.97,"Untersiggenthal, Spiracher",0,0,239,0,0,7.03,3,8503777,2661967.69,1261143.74,0,0,239,0,0,7.03,3,8503777,2661967.69222324,1261143.73988501,0,0,239,0,0,7.03,3,8503777,2661967.69222324,1261143.73988501,0,0,239,0,0,7.03,3,8503777,2661967.69222324,1261143.73988501,0,0,239,0,0,7.03,3,8503777,2661967.69222324,1261143.73988501,0,0,239,0,0,7.03,3,8503777,2661968.90774522,1261144.03806771,0,0,246,0,0,6.83,3,8503777,2661968.90774522,1261144.03806771,0,0,246,0,0,6.83,3,8503777,2661968.90774522,1261144.03806771,0,0,246,0,0,6.83,3,8503777,2662022.91729426,1261145.07190166,0,0,244,0,0,6.89,3,8503777,2661977.24679167,1261138.91655061,0,0,244,0,0,6.89,3
"51",8503778,2661941.98,1260108.83,"Turgi, Wil",0,0,112,0,0,15,4,8503778,2661941.98,1260108.83,0,0,112,0,0,15,4,8503778,2661941.98277437,1260108.82528126,0,0,112,0,0,15,4,8503778,2661874.13327535,1260125.01623969,0,0,112,0,0,15,4,8503778,2661874.13327535,1260125.01623969,0,0,112,0,0,15,4,8503778,2661874.13327535,1260125.01623969,0,0,112,0,0,15,4,8503778,2661874.88278729,1260125.08902905,0,0,112,0,0,15,4,8503778,2661874.88278729,1260125.08902905,0,0,112,0,0,15,4,8503778,2661874.88278729,1260125.08902905,0,0,112,0,0,15,4,8503778,2661874.90028733,1260125.0742288,0,0,112,0,0,15,4,8503778,2661875.22278983,1260124.92442426,0,0,112,0,0,15,4
"52",8503779,2663096.14,1260633.96,"Kirchdorf AG, Landstrasse",0,0,161,0,0,10.43,4,8503779,2663096.14,1260633.96,0,0,161,0,0,10.43,4,8503779,2663096.13962318,1260633.95511103,0,0,161,0,0,10.43,4,8503779,2663098.96725243,1260623.19967523,0,0,161,0,0,10.43,4,8503779,2663098.96725243,1260623.19967523,0,0,161,0,0,10.43,4,8503779,2663098.96725243,1260623.19967523,0,0,161,0,0,10.43,4,8503779,2663099.89451028,1260623.0340633,0,0,161,0,0,10.43,4,8503779,2663099.89451028,1260623.0340633,0,0,161,0,0,10.43,4,8503779,2663099.89451028,1260623.0340633,0,0,161,0,0,10.43,4,8503779,2663099.92501094,1260623.05686291,0,0,161,0,0,10.43,4,8503779,2663100.26026234,1260622.8952586,0,0,161,0,0,10.43,4
"53",8503799,2666160.14,1258880.01,"Ennetbaden, Schützenhaus",0,0,158,0,0,10.63,4,8503799,2666160.14,1258880.01,0,0,158,0,0,10.63,4,8503799,2666160.13810755,1258880.00944578,0,0,158,0,0,10.63,4,8503799,2666160.13810755,1258880.00944578,0,0,158,0,0,10.63,4,8503799,2666160.13810755,1258880.00944578,0,0,158,0,0,10.63,4,8503799,2666160.13810755,1258880.00944578,0,0,158,0,0,10.63,4,8503799,2666160.92836913,1258880.02404236,0,0,170,0,0,9.88,3,8503799,2666160.92836913,1258880.02404236,0,0,158,0,0,10.63,4,8503799,2666160.92836913,1258880.02404236,0,0,158,0,0,10.63,4,8503799,2666160.94111928,1258880.01624229,0,0,168,0,0,10,4,8503799,2666139.28503039,1258874.84272424,0,0,168,0,0,10,4
"54",8503875,2665080.05,1259556.64,"Rieden AG, Limmatsteg",0,0,112,0,0,15,4,8503875,2665080.05,1259556.64,0,0,112,0,0,15,4,8503875,2665080.05103669,1259556.64467788,0,0,112,0,0,15,4,8503875,2665249.97141643,1259499.80697665,0,0,112,0,0,15,4,8503875,2665249.97141643,1259499.80697665,0,0,112,0,0,15,4,8503875,2665249.97141643,1259499.80697665,0,0,112,0,0,15,4,8503875,2665250.90218026,1259500.05656427,0,0,112,0,0,15,4,8503875,2665250.90218026,1259500.05656427,0,0,112,0,0,15,4,8503875,2665250.90218026,1259500.05656427,0,0,112,0,0,15,4,8503875,2665250.93318021,1259500.02736377,0,0,112,0,0,15,4,8503875,2665086.27080481,1259552.85938232,0,0,112,0,0,15,4
"55",8503877,2661421.2,1260449.65,"Turgi, Bahnhof",0,0,77,0,0,21.82,5,8503877,2661419.26,1260440.18,0,0,77,0,0,21.82,5,8503877,2661419.25976357,1260440.17561888,0,0,77,0,0,21.82,5,8503877,2661419.25976357,1260440.17561888,0,0,77,0,0,21.82,5,8503877,2661419.25976357,1260440.17561888,0,0,77,0,0,21.82,5,8503877,2661419.25976357,1260440.17561888,0,0,77,0,0,21.82,5,8503877,2661419.93427126,1260440.03160934,0,0,84,0,0,20,5,8503877,2661419.93427126,1260440.03160934,0,0,84,0,0,20,5,8503877,2661419.93427126,1260440.03160934,0,0,84,0,0,20,5,8503877,2661419.89827145,1260440.08060984,0,0,84,0,0,0,5,8503877,2661420.21827395,1260439.93300534,0,0,84,0,0,20,5
"56",8503881,2662923.01,1253480.61,"Mellingen, Meierhofer",0,0,47,0,0,35.74,5,8503881,2662923.01,1253480.61,0,0,47,0,0,35.74,5,8503881,2662923.00498792,1253480.61343307,0,0,47,0,0,35.74,5,8503881,2662922.99798741,1253481.28043545,0,0,46,0,0,36.52,5,8503881,2662922.99798741,1253481.28043545,0,0,44,0,0,38.18,5,8503881,2662922.99798741,1253481.28043545,0,0,45,0,0,37.33,5,8503881,2662923.90425113,1253480.96841158,0,0,42,0,0,40,5,8503881,2662923.90425113,1253480.96841158,0,0,44,0,0,38.18,5,8503881,2662923.90425113,1253480.96841158,0,0,44,0,0,38.18,5,8503881,2662923.90275108,1253481.02161179,0,0,42,0,0,0,5,8503881,2662924.26174791,1253494.86384845,0,0,42,0,0,40,5
"57",8503886,2660872.97,1260174.67,"Gebenstorf, Waldheim",0,0,112,0,0,15,4,8503886,2660872.97,1260174.67,0,0,112,0,0,15,4,8503886,2660872.97146337,1260174.67248605,0,0,112,0,0,15,4,8503886,2660901.89283422,1260191.20425689,0,0,112,0,0,15,4,8503886,2660901.89283422,1260191.20425689,0,0,112,0,0,15,4,8503886,2660901.89283422,1260191.20425689,0,0,112,0,0,15,4,8503886,2660902.86134067,1260191.06924512,0,0,112,0,0,15,4,8503886,2660902.86134067,1260191.06924512,0,0,112,0,0,15,4,8503886,2660902.86134067,1260191.06924512,0,0,112,0,0,15,4,8503886,2660902.89109079,1260191.08664489,0,0,112,0,0,15,4,8503886,2660903.20784325,1260190.94324044,0,0,112,0,0,15,4
"58",8507583,2660288.98,1259210.89,"Gebenstorf, Kinziggraben",0,0,85,0,0,19.76,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",8507585,2665860.74,1258098.88,"Baden, Utostrasse",0,0,225,0,0,7.47,3,8507585,2665860.74,1258098.88,0,0,225,0,0,7.47,3,8507585,2665860.73682314,1258098.87748875,0,0,225,0,0,7.47,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",8507590,2666138.29,1256956.14,"Wettingen, Bahnhofplatz",0,0,151,0,0,11.13,4,8507590,2666138.29,1256956.14,0,0,151,0,0,11.13,4,8507590,2666138.29309559,1256956.13767232,0,0,151,0,0,11.13,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",8507592,2667519.01,1256885.89,"Wettingen, Zirkuswiese",0,0,137,0,0,12.26,4,8507592,2667519.01,1256885.89,0,0,137,0,0,12.26,4,8507592,2667519.0067908,1256885.88919583,0,0,137,0,0,12.26,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",8510074,2665662.25,1259203.93,"Baden, Kurtheater",0,0,52,0,0,32.31,5,8510074,2665662.25,1259203.93,0,0,52,0,0,32.31,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",8510075,2665613.96,1259038.05,"Baden, Dammstrasse",0,0,52,0,0,32.31,5,8510075,2665613.96,1259038.05,0,0,52,0,0,32.31,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",8510115,2670934.67,1252245.21,"Spreitenbach, Kreuzäcker",0,0,280,0,0,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",8510203,2669524.91,1253534.88,"Spreitenbach, West",0,0,112,0,0,15,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
