"","Haltestellen_No_2023","Y_Koord_2023","X_Koord_2023","Name","Bahnknoten_2023","Bahnlinie_Anz_2023","TramBus_Anz_2023","Seilbahn_Anz_2023","A_Intervall_2023","B_Intervall_2023","Hst_Kat_2023","Haltestellen_No_2022","Y_Koord_2022","X_Koord_2022","Bahnknoten_2022","Bahnlinie_Anz_2022","TramBus_Anz_2022","Seilbahn_Anz_2022","A_Intervall_2022","B_Intervall_2022","Hst_Kat_2022","Haltestellen_No_2021","Y_Koord_2021","X_Koord_2021","Bahnknoten_2021","Bahnlinie_Anz_2021","TramBus_Anz_2021","Seilbahn_Anz_2021","A_Intervall_2021","B_Intervall_2021","Hst_Kat_2021","Haltestellen_No_2020","Y_Koord_2020","X_Koord_2020","Bahnknoten_2020","Bahnlinie_Anz_2020","TramBus_Anz_2020","Seilbahn_Anz_2020","A_Intervall_2020","B_Intervall_2020","Hst_Kat_2020","Haltestellen_No_2019","Y_Koord_2019","X_Koord_2019","Bahnknoten_2019","Bahnlinie_Anz_2019","TramBus_Anz_2019","Seilbahn_Anz_2019","A_Intervall_2019","B_Intervall_2019","Hst_Kat_2019","Haltestellen_No_2018","Y_Koord_2018","X_Koord_2018","Bahnknoten_2018","Bahnlinie_Anz_2018","TramBus_Anz_2018","Seilbahn_Anz_2018","A_Intervall_2018","B_Intervall_2018","Hst_Kat_2018","Haltestellen_No_2017","Y_Koord_2017","X_Koord_2017","Bahnknoten_2017","Bahnlinie_Anz_2017","TramBus_Anz_2017","Seilbahn_Anz_2017","A_Intervall_2017","B_Intervall_2017","Hst_Kat_2017","Haltestellen_No_2016","Y_Koord_2016","X_Koord_2016","Bahnknoten_2016","Bahnlinie_Anz_2016","TramBus_Anz_2016","Seilbahn_Anz_2016","A_Intervall_2016","B_Intervall_2016","Hst_Kat_2016","Haltestellen_No_2015","Y_Koord_2015","X_Koord_2015","Bahnknoten_2015","Bahnlinie_Anz_2015","TramBus_Anz_2015","Seilbahn_Anz_2015","A_Intervall_2015","B_Intervall_2015","Hst_Kat_2015","Haltestellen_No_2014","Y_Koord_2014","X_Koord_2014","Bahnknoten_2014","Bahnlinie_Anz_2014","TramBus_Anz_2014","Seilbahn_Anz_2014","A_Intervall_2014","B_Intervall_2014","Hst_Kat_2014","Haltestellen_No_2013","Y_Koord_2013","X_Koord_2013","Bahnknoten_2013","Bahnlinie_Anz_2013","TramBus_Anz_2013","Seilbahn_Anz_2013","A_Intervall_2013","B_Intervall_2013","Hst_Kat_2013"
"74",8572495,2660409.22,1263547.06,"Siggenthal-W., Bahnhof",0,0,111,0,0,15.14,4,8572495,2660409.22,1263547.06,0,0,111,0,0,15.14,4,8572495,2660409.22464674,1263547.05816082,0,0,111,0,0,15.14,4,8572495,2660409.22464674,1263547.05816082,0,0,111,0,0,15.14,4,8572495,2660394.93302203,1263360.77479194,0,0,111,0,0,15.14,4,8572495,2660394.93302203,1263360.77479194,0,0,111,0,0,15.14,4,8572495,2660395.94703492,1263361.0921812,0,0,55,0,0,30.55,5,8572495,2660395.94703492,1263361.0921812,0,0,55,0,0,30.55,5,8572495,2660395.94703492,1263361.0921812,0,0,57,0,0,29.47,5,8572495,2660397.94059368,1263347.0940378,0,0,56,0,0,0,5,8572495,2660398.28984417,1263346.93703187,0,0,56,0,0,30,5
"75",8572496,2661162,1264625.26,"Würenlingen, Breite-Lochacker",0,0,99,0,0,16.97,4,8572496,2661158.69,1264617.88,0,0,99,0,0,16.97,4,8572496,2661158.68552172,1264617.88442814,0,0,99,0,0,16.97,4,8572496,2661158.68552172,1264617.88442814,0,0,99,0,0,16.97,4,8572496,2661158.68552172,1264617.88442814,0,0,99,0,0,16.97,4,8572496,2661158.68552172,1264617.88442814,0,0,99,0,0,16.97,4,8572496,2661159.96379494,1264618.09661549,0,0,85,0,0,19.76,4,8572496,2661159.96379494,1264618.09661549,0,0,87,0,0,19.31,4,8572496,2661159.96379494,1264618.09661549,0,0,88,0,0,19.09,4,8572496,2661159.97829517,1264618.09781533,0,0,75,0,0,0,5,8572496,2661160.35304568,1264617.94200903,0,0,75,0,0,22.4,5
"76",8572498,2661911.13,1264672.86,"Würenlingen, Altersheim",0,0,44,0,0,38.18,5,8572498,2661934.08,1264675.11,0,0,44,0,0,38.18,5,8572498,2661934.07979098,1264675.10610244,0,0,44,0,0,38.18,5,8572498,2661934.07979098,1264675.10610244,0,0,43,0,0,39.07,5,8572498,2661934.07979098,1264675.10610244,0,0,43,0,0,39.07,5,8572498,2661934.07979098,1264675.10610244,0,0,43,0,0,39.07,5,8572498,2661934.99605258,1264675.08349129,0,0,41,0,0,40.98,5,8572498,2661934.99605258,1264675.08349129,0,0,43,0,0,39.07,5,8572498,2661934.99605258,1264675.08349129,0,0,43,0,0,39.07,5,8572498,2661914.9900064,1264674.08951702,0,0,30,0,0,0,5,8572498,2661915.37175689,1264673.92991058,0,0,30,0,0,56,5
"77",8572511,2660506.32,1259149.61,"Gebenstorf, Cherne",0,0,216,0,0,7.78,3,8572511,2660506.32,1259149.61,0,0,217,0,0,7.74,3,8572511,2660505.63602142,1259150.27414849,0,0,217,0,0,7.74,3,8572511,2660506.31427558,1259150.28114085,0,0,217,0,0,7.74,3,8572511,2660506.31427558,1259150.28114085,0,0,215,0,0,7.81,3,8572511,2660506.31427558,1259150.28114085,0,0,215,0,0,7.81,3,8572511,2660506.90853013,1259150.02933262,0,0,185,0,0,9.08,3,8572511,2660506.90853013,1259150.02933262,0,0,187,0,0,8.98,3,8572511,2660506.90853013,1259150.02933262,0,0,187,0,0,8.98,3,8572511,2660506.89236711,1259125.08478431,0,0,184,0,0,9.13,3,8572511,2660507.21936962,1259124.94317977,0,0,226,0,0,7.43,3
"78",8572512,2660150.85,1259081.16,"Gebenstorf, Rieden",0,0,47,0,0,35.74,5,8572512,2660150.85,1259081.16,0,0,47,0,0,35.74,5,8572512,2660150.84957219,1259081.16455542,0,0,47,0,0,35.74,5,8572512,2660150.84957219,1259081.16455542,0,0,47,0,0,35.74,5,8572512,2660150.84957219,1259081.16455542,0,0,45,0,0,37.33,5,8572512,2660150.84957219,1259081.16455542,0,0,45,0,0,37.33,5,8572512,2660151.89157869,1259081.14354349,0,0,43,0,0,39.07,5,8572512,2660151.89157869,1259081.14354349,0,0,45,0,0,37.33,5,8572512,2660151.89157869,1259081.14354349,0,0,45,0,0,37.33,5,8572512,2660147.89031116,1259079.08857658,0,0,43,0,0,0,5,8572512,2660148.21756367,1259078.94817204,0,0,43,0,0,39.07,5
"79",8572513,2660500.98,1257356.38,"Birmenstorf AG, Schinebüel",0,0,160,0,0,10.5,4,8572513,2660500.98,1257356.38,0,0,160,0,0,10.5,4,8572513,2660500.98417644,1257356.37690298,0,0,160,0,0,10.5,4,8572513,2660500.99117214,1257355.70990054,0,0,160,0,0,10.5,4,8572513,2660500.99117214,1257355.70990054,0,0,158,0,0,10.63,4,8572513,2660500.99117214,1257355.70990054,0,0,158,0,0,10.63,4,8572513,2660501.88468204,1257356.11809145,0,0,156,0,0,10.77,4,8572513,2660501.88468204,1257356.11809145,0,0,158,0,0,10.63,4,8572513,2660501.88468204,1257356.11809145,0,0,158,0,0,10.63,4,8572513,2660526.89695174,1257328.07429729,0,0,156,0,0,10.77,4,8572513,2660527.23945359,1257327.93169275,0,0,155,0,0,10.84,4
"80",8572514,2661299.04,1256883.69,"Birmenstorf AG, Gemeindehaus",0,0,158,0,0,10.63,4,8572514,2661299.04,1256883.69,0,0,158,0,0,10.63,4,8572514,2661299.03805754,1256883.68782076,0,0,158,0,0,10.63,4,8572514,2661299.03805754,1256883.68782076,0,0,158,0,0,10.63,4,8572514,2661299.03805754,1256883.68782076,0,0,156,0,0,10.77,4,8572514,2661299.03805754,1256883.68782076,0,0,156,0,0,10.77,4,8572514,2661299.9348174,1256884.08501159,0,0,154,0,0,10.91,4,8572514,2661299.9348174,1256884.08501159,0,0,156,0,0,10.77,4,8572514,2661299.9348174,1256884.08501159,0,0,156,0,0,10.77,4,8572514,2661243.89973299,1256864.06420139,0,0,154,0,0,10.91,4,8572514,2661244.24423484,1256863.91939682,0,0,153,0,0,10.98,4
"81",8572515,2661742.15,1256745.19,"Birmenstorf AG, Heigelweg",0,0,158,0,0,10.63,4,8572515,2661748.08,1256762.15,0,0,158,0,0,10.63,4,8572515,2661748.08240191,1256762.15369629,0,0,158,0,0,10.63,4,8572515,2661748.08240191,1256762.15369629,0,0,158,0,0,10.63,4,8572515,2661748.08240191,1256762.15369629,0,0,156,0,0,10.77,4,8572515,2661748.08240191,1256762.15369629,0,0,156,0,0,10.77,4,8572515,2661748.91115827,1256762.09968633,0,0,154,0,0,10.91,4,8572515,2661748.91115827,1256762.09968633,0,0,156,0,0,10.77,4,8572515,2661748.91115827,1256762.09968633,0,0,156,0,0,10.77,4,8572515,2661780.9031693,1256724.05737449,0,0,154,0,0,10.91,4,8572515,2661781.24892114,1256723.90996989,0,0,153,0,0,10.98,4
"82",8572517,2659929.13,1256634.05,"Mülligen, Löh",0,0,39,0,0,43.08,5,8572517,2659923.05,1256631.98,0,0,39,0,0,43.08,5,8572517,2659923.04591376,1256631.98210516,0,0,39,0,0,43.08,5,8572517,2659923.04591376,1256631.98210516,0,0,39,0,0,43.08,5,8572517,2659923.04591376,1256631.98210516,0,0,39,0,0,43.08,5,8572517,2659923.04591376,1256631.98210516,0,0,39,0,0,43.08,5,8572517,2659923.84893361,1256632.04630965,0,0,39,0,0,43.08,5,8572517,2659923.84893361,1256632.04630965,0,0,39,0,0,43.08,5,8572517,2659923.84893361,1256632.04630965,0,0,39,0,0,43.08,5,8572517,2659923.87843448,1256632.06510999,0,0,39,0,0,0,5,8572517,2659924.21069112,1256631.91450993,0,0,39,0,0,43.08,5
"83",8572518,2660670.33,1256496.38,"Mülligen, Stock",0,0,39,0,0,43.08,5,8572518,2660670.33,1256496.38,0,0,39,0,0,43.08,5,8572518,2660669.65236416,1256496.37411811,0,0,39,0,0,43.08,5,8572518,2660670.33786745,1256495.71391231,0,0,39,0,0,43.08,5,8572518,2660670.33786745,1256495.71391231,0,0,39,0,0,43.08,5,8572518,2660670.33786745,1256495.71391231,0,0,39,0,0,43.08,5,8572518,2660670.92387972,1256496.11051799,0,0,39,0,0,43.08,5,8572518,2660670.92387972,1256496.11051799,0,0,39,0,0,43.08,5,8572518,2660670.92387972,1256496.11051799,0,0,39,0,0,43.08,5,8572518,2660681.89124651,1256492.0660973,0,0,39,0,0,0,5,8572518,2660682.23224995,1256491.92089644,0,0,39,0,0,43.08,5
"84",8572519,2661021.85,1254789.66,"Birrhard, Steibode",0,0,39,0,0,43.08,5,8572519,2661021.85,1254789.66,0,0,39,0,0,43.08,5,8572519,2661021.85183623,1254789.66140466,0,0,39,0,0,43.08,5,8572519,2661021.85183623,1254789.66140466,0,0,39,0,0,43.08,5,8572519,2661021.85183623,1254789.66140466,0,0,39,0,0,43.08,5,8572519,2661021.85183623,1254789.66140466,0,0,39,0,0,43.08,5,8572519,2661022.87860467,1254790.04461115,0,0,39,0,0,43.08,5,8572519,2661022.87860467,1254790.04461115,0,0,39,0,0,43.08,5,8572519,2661022.87860467,1254790.04461115,0,0,39,0,0,43.08,5,8572519,2661011.87920748,1254791.04799811,0,0,39,0,0,0,5,8572519,2661012.21796084,1254790.8981972,0,0,39,0,0,43.08,5
"85",8572520,2660827.32,1254399.27,"Birrhard, Unterdorf",0,0,39,0,0,43.08,5,8572520,2660827.32,1254399.27,0,0,39,0,0,43.08,5,8572520,2660826.63794361,1254399.26545015,0,0,39,0,0,43.08,5,8572520,2660827.31695124,1254399.27224789,0,0,39,0,0,43.08,5,8572520,2660827.31695124,1254399.27224789,0,0,39,0,0,43.08,5,8572520,2660827.31695124,1254399.27224789,0,0,39,0,0,43.08,5,8572520,2660827.89345723,1254399.0958463,0,0,39,0,0,43.08,5,8572520,2660827.89345723,1254399.0958463,0,0,39,0,0,43.08,5,8572520,2660827.89345723,1254399.0958463,0,0,39,0,0,43.08,5,8572520,2660851.87603938,1254328.04909846,0,0,39,0,0,0,5,8572520,2660852.21504279,1254327.90129761,0,0,39,0,0,43.08,5
"86",8572521,2660882.8,1254014.68,"Birrhard, Gemeindehaus",0,0,39,0,0,43.08,5,8572521,2660882.8,1254014.68,0,0,39,0,0,43.08,5,8572521,2660882.79681307,1254014.68017629,0,0,39,0,0,43.08,5,8572521,2660882.79681307,1254014.68017629,0,0,39,0,0,43.08,5,8572521,2660882.79681307,1254014.68017629,0,0,39,0,0,43.08,5,8572521,2660882.79681307,1254014.68017629,0,0,39,0,0,43.08,5,8572521,2660883.89532639,1254015.06557194,0,0,39,0,0,43.08,5,8572521,2660883.89532639,1254015.06557194,0,0,39,0,0,43.08,5,8572521,2660883.89532639,1254015.06557194,0,0,39,0,0,43.08,5,8572521,2660883.87532935,1253921.04974607,0,0,39,0,0,0,5,8572521,2660884.21583278,1253920.90514521,0,0,39,0,0,43.08,5
"87",8572524,2660430.32,1263340.23,"Untersiggenthal, Hardacker",0,0,80,0,0,21,5,8572524,2660430.32,1263340.23,0,0,80,0,0,21,5,8572524,2660429.64224796,1263340.22536143,0,0,80,0,0,21,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",8572539,2663266.81,1252325.34,"Mellingen, Stetterstrasse",0,0,41,0,0,40.98,5,8572539,2663266.81,1252325.34,0,0,41,0,0,40.98,5,8572539,2663266.80783287,1252325.34195183,0,0,41,0,0,40.98,5,8572539,2663266.80783287,1252325.34195183,0,0,41,0,0,40.98,5,8572539,2663266.80783287,1252325.34195183,0,0,39,0,0,43.08,5,8572539,2663266.80783287,1252325.34195183,0,0,39,0,0,43.08,5,8572539,2663267.87084894,1252325.01912397,0,0,38,0,0,44.21,5,8572539,2663267.87084894,1252325.01912397,0,0,39,0,0,43.08,5,8572539,2663267.87084894,1252325.01912397,0,0,39,0,0,43.08,5,8572539,2663265.9085678,1252328.0091833,0,0,38,0,0,0,5,8572539,2663266.27882343,1252327.84757344,0,0,38,0,0,44.21,5
"89",8572540,2665302.01,1250600.75,"Stetten AG, Mellingerstrasse",0,0,41,0,0,40.98,5,8572540,2665295.12,1250608.79,0,0,41,0,0,40.98,5,8572540,2665295.12393176,1250608.78779563,0,0,41,0,0,40.98,5,8572540,2665295.12393176,1250608.78779563,0,0,41,0,0,40.98,5,8572540,2665295.12393176,1250608.78779563,0,0,39,0,0,43.08,5,8572540,2665295.12393176,1250608.78779563,0,0,39,0,0,43.08,5,8572540,2665295.87143224,1250608.975785,0,0,38,0,0,44.21,5,8572540,2665295.87143224,1250608.975785,0,0,39,0,0,43.08,5,8572540,2665295.87143224,1250608.975785,0,0,39,0,0,43.08,5,8572540,2665295.90093209,1250608.96718447,0,0,38,0,0,0,5,8572540,2665296.26292937,1250608.78657749,0,0,38,0,0,44.21,5
"90",8572542,2665392.05,1249939.16,"Stetten AG, Klosterfeld",0,0,41,0,0,40.98,5,8572542,2665392.05,1249939.16,0,0,41,0,0,40.98,5,8572542,2665392.04519094,1249939.16053961,0,0,41,0,0,40.98,5,8572542,2665392.04519094,1249939.16053961,0,0,41,0,0,40.98,5,8572542,2665392.04519094,1249939.16053961,0,0,39,0,0,43.08,5,8572542,2665392.04519094,1249939.16053961,0,0,39,0,0,43.08,5,8572542,2665392.86418759,1249939.00972556,0,0,38,0,0,44.21,5,8572542,2665392.86418759,1249939.00972556,0,0,39,0,0,43.08,5,8572542,2665392.86418759,1249939.00972556,0,0,39,0,0,43.08,5,8572542,2665389.89341061,1249935.9611523,0,0,38,0,0,0,5,8572542,2665390.25140788,1249935.77874537,0,0,38,0,0,44.21,5
"91",8572543,2664528.94,1249108.12,"Nesselnbach, Unterdorf",0,0,94,0,0,17.87,4,8572543,2664528.94,1249108.12,0,0,95,0,0,17.68,4,8572543,2664528.9401791,1249108.12026572,0,0,94,0,0,17.87,4,8572543,2664528.9401791,1249108.12026572,0,0,95,0,0,17.68,4,8572543,2664528.9401791,1249108.12026572,0,0,91,0,0,18.46,4,8572543,2664528.9401791,1249108.12026572,0,0,91,0,0,18.46,4,8572543,2664529.90317854,1249107.97925113,0,0,89,0,0,18.88,4,8572543,2664529.90317854,1249107.97925113,0,0,91,0,0,18.46,4,8572543,2664529.90317854,1249107.97925113,0,0,91,0,0,18.46,4,8572543,2664529.88617839,1249107.96925129,0,0,88,0,0,19.09,4,8572543,2664530.24667664,1249107.79404488,0,0,88,0,0,19.09,4
"92",8572546,2663016.66,1252578.08,"Mellingen, Krone",0,0,111,0,0,15.14,4,8572546,2663016.66,1252578.08,0,0,200,0,0,8.4,3,8572546,2663016.66194229,1252578.07849198,0,0,200,0,0,8.4,3,8572546,2663016.66194229,1252578.07849198,0,0,200,0,0,8.4,3,8572546,2663016.66194229,1252578.07849198,0,0,196,0,0,8.57,3,8572546,2663016.66194229,1252578.07849198,0,0,196,0,0,8.57,3,8572546,2663017.86971038,1252577.98686124,0,0,192,0,0,8.75,3,8572546,2663017.86971038,1252577.98686124,0,0,195,0,0,8.62,3,8572546,2663017.86971038,1252577.98686124,0,0,195,0,0,8.62,3,8572546,2663016.90469472,1252580.01629226,0,0,192,0,0,8.75,3,8572546,2663017.27095028,1252579.85868251,0,0,192,0,0,8.75,3
"93",8572547,2661918.74,1251581.8,"Wohlenschwil, Mühlematten",0,0,56,0,0,30,5,8572547,2661918.74,1251581.8,0,0,55,0,0,30.55,5,8572547,2661918.73912553,1251581.80382886,0,0,54,0,0,31.11,5,8572547,2661918.73912553,1251581.80382886,0,0,54,0,0,31.11,5,8572547,2661918.73912553,1251581.80382886,0,0,54,0,0,31.11,5,8572547,2661918.73912553,1251581.80382886,0,0,54,0,0,31.11,5,8572547,2661919.85164417,1251582.05461445,0,0,54,0,0,31.11,5,8572547,2661919.85164417,1251582.05461445,0,0,54,0,0,31.11,5,8572547,2661919.85164417,1251582.05461445,0,0,54,0,0,31.11,5,8572547,2661925.88881587,1251685.02696657,0,0,54,0,0,0,5,8572547,2661926.25032121,1251684.87876,0,0,55,0,0,30.55,5
"94",8572548,2662894.88,1251979.36,"Mellingen, Friedhof",0,0,104,0,0,16.15,4,8572548,2662894.88,1251979.36,0,0,104,0,0,16.15,4,8572548,2662894.88147411,1251979.36107755,0,0,104,0,0,16.15,4,8572548,2662894.8884746,1251978.69407218,0,0,104,0,0,16.15,4,8572548,2662894.8884746,1251978.69407218,0,0,102,0,0,16.47,4,8572548,2662894.8884746,1251978.69407218,0,0,102,0,0,16.47,4,8572548,2662895.93924017,1251979.04405931,0,0,99,0,0,16.97,4,8572548,2662895.93924017,1251979.04405931,0,0,101,0,0,16.63,4,8572548,2662895.93924017,1251979.04405931,0,0,101,0,0,16.63,4,8572548,2662919.90359635,1251985.01454994,0,0,99,0,0,16.97,4,8572548,2662920.27310199,1251984.85834321,0,0,99,0,0,16.97,4
"95",8572549,2663569.32,1251049.01,"Tägerig, Grüt",0,0,48,0,0,35,5,8572549,2663569.32,1251049.01,0,0,48,0,0,35,5,8572549,2663568.63757973,1251049.00184386,0,0,48,0,0,35,5,8572549,2663569.31682839,1251049.0090331,0,0,48,0,0,35,5,8572549,2663569.31682839,1251049.0090331,0,0,46,0,0,36.52,5,8572549,2663569.31682839,1251049.0090331,0,0,46,0,0,36.52,5,8572549,2663569.92407706,1251049.00342339,0,0,44,0,0,38.18,5,8572549,2663569.92407706,1251049.00342339,0,0,46,0,0,36.52,5,8572549,2663569.92407706,1251049.00342339,0,0,46,0,0,36.52,5,8572549,2663574.90943631,1251059.99761814,0,0,44,0,0,0,5,8572549,2663575.28568374,1251059.83381105,0,0,44,0,0,38.18,5
"96",8572550,2665552.07,1258882.02,"Baden, Postautostation",0,0,454,0,0,3.7,2,8572550,2665552.07,1258882.02,0,0,454,0,0,3.7,2,8572550,2665552.06570374,1258882.0247698,0,0,453,0,0,3.71,2,8572550,2665551.9904762,1258888.80658223,0,0,453,0,0,3.71,2,8572550,2665551.9904762,1258888.80658223,0,0,453,0,0,3.71,2,8572550,2665551.9904762,1258888.80658223,0,0,453,0,0,3.71,2,8572550,2665552.92620729,1258882.04496052,0,0,466,0,0,3.61,2,8572550,2665552.92620729,1258882.04496052,0,0,453,0,0,3.71,2,8572550,2665552.92620729,1258882.04496052,0,0,453,0,0,3.71,2,8572550,2665552.93595725,1258882.02116038,0,0,398,0,0,4.22,2,8572550,2665553.27870806,1258881.84955637,0,0,398,0,0,4.22,2
"97",8572551,2664323.2,1255742.05,"Dättwil AG, Täfere",0,0,329,0,0,5.11,3,8572551,2664323.2,1255742.05,0,0,329,0,0,5.11,3,8572551,2664323.20215933,1255742.04640964,0,0,328,0,0,5.12,3,8572551,2664323.20215933,1255742.04640964,0,0,328,0,0,5.12,3,8572551,2664323.20215933,1255742.04640964,0,0,326,0,0,5.15,3,8572551,2664323.20215933,1255742.04640964,0,0,326,0,0,5.15,3,8572551,2664323.92789866,1255742.0440077,0,0,325,0,0,5.17,3,8572551,2664323.92789866,1255742.0440077,0,0,325,0,0,5.17,3,8572551,2664323.92789866,1255742.0440077,0,0,325,0,0,5.17,3,8572551,2664324.95212743,1255741.00018791,0,0,269,0,0,6.25,3,8572551,2664325.3368707,1255740.8173839,0,0,270,0,0,6.22,3
"98",8572552,2664582.34,1255093.62,"Fislisbach, Sportanlage Esp",0,0,58,0,0,28.97,5,8572552,2664582.34,1255093.62,0,0,58,0,0,28.97,5,8572552,2664581.66402678,1255093.61390449,0,0,57,0,0,29.47,5,8572552,2664582.3355209,1255094.28831379,0,0,57,0,0,29.47,5,8572552,2664582.3355209,1255094.28831379,0,0,57,0,0,29.47,5,8572552,2664582.3355209,1255094.28831379,0,0,57,0,0,29.47,5,8572552,2664582.98200935,1255093.94030639,0,0,58,0,0,28.97,5,8572552,2664582.98200935,1255093.94030639,0,0,57,0,0,29.47,5,8572552,2664582.98200935,1255093.94030639,0,0,57,0,0,29.47,5,8572552,2664582.9445161,1255094.98892367,0,0,58,0,0,0,5,8572552,2664583.32175945,1255094.80291964,0,0,57,0,0,29.47,5
"99",8572553,2664380.97,1254667.23,"Fislisbach, Gemeindehaus",0,0,271,0,0,6.2,3,8572553,2664379,1254661.76,0,0,271,0,0,6.2,3,8572553,2664378.99669583,1254661.76455621,0,0,271,0,0,6.2,3,8572553,2664378.99669583,1254661.76455621,0,0,271,0,0,6.2,3,8572553,2664378.99669583,1254661.76455621,0,0,269,0,0,6.25,3,8572553,2664378.99669583,1254661.76455621,0,0,269,0,0,6.25,3,8572553,2664379.92846526,1254661.97693414,0,0,267,0,0,6.29,3,8572553,2664379.92846526,1254661.97693414,0,0,268,0,0,6.27,3,8572553,2664379.92846526,1254661.97693414,0,0,268,0,0,6.27,3,8572553,2664379.93421563,1254661.99013407,0,0,239,0,0,7.03,3,8572553,2664380.30871793,1254661.80452359,0,0,240,0,0,7,3
"100",8572554,2664872.68,1254384.73,"Fislisbach, Monopol",0,0,100,0,0,16.8,4,8572554,2664872.68,1254384.73,0,0,100,0,0,16.8,4,8572554,2664872.67955837,1254384.72832322,0,0,99,0,0,16.97,4,8572554,2664873.35854844,1254384.73592156,0,0,99,0,0,16.97,4,8572554,2664873.35854844,1254384.73592156,0,0,97,0,0,17.32,4,8572554,2664873.35854844,1254384.73592156,0,0,97,0,0,17.32,4,8572554,2664873.91479141,1254384.9305233,0,0,97,0,0,17.32,4,8572554,2664873.91479141,1254384.9305233,0,0,97,0,0,17.32,4,8572554,2664873.91479141,1254384.9305233,0,0,97,0,0,17.32,4,8572554,2664832.9372352,1254484.97827047,0,0,97,0,0,17.32,4,8572554,2664833.31172857,1254484.78666634,0,0,96,0,0,17.5,4
"101",8572555,2664344.67,1253891.17,"Fislisbach, Niederrohrdorferst",0,0,202,0,0,8.32,3,8572555,2664344.67,1253891.84,0,0,202,0,0,8.32,3,8572555,2664344.66546118,1253891.83995414,0,0,202,0,0,8.32,3,8572555,2664345.34447131,1253891.84733704,0,0,202,0,0,8.32,3,8572555,2664345.34447131,1253891.84733704,0,0,198,0,0,8.48,3,8572555,2664345.34447131,1253891.84733704,0,0,198,0,0,8.48,3,8572555,2664345.88972939,1253891.94152361,0,0,183,0,0,9.18,3,8572555,2664345.88972939,1253891.94152361,0,0,184,0,0,9.13,3,8572555,2664345.88972939,1253891.94152361,0,0,184,0,0,9.13,3,8572555,2664345.92372987,1253891.9871229,0,0,182,0,0,9.23,3,8572555,2664346.29398551,1253891.80211296,0,0,182,0,0,9.23,3
"102",8572556,2664752.11,1253199.01,"Niederrohrdorf, Hiltiberg",0,0,202,0,0,8.32,3,8572556,2664752.11,1253199.01,0,0,202,0,0,8.32,3,8572556,2664752.11346165,1253199.005438,0,0,202,0,0,8.32,3,8572556,2664752.11346165,1253199.005438,0,0,202,0,0,8.32,3,8572556,2664752.11346165,1253199.005438,0,0,198,0,0,8.48,3,8572556,2664752.11346165,1253199.005438,0,0,198,0,0,8.48,3,8572556,2664752.8882101,1253198.98102667,0,0,183,0,0,9.18,3,8572556,2664752.8882101,1253198.98102667,0,0,184,0,0,9.13,3,8572556,2664752.8882101,1253198.98102667,0,0,184,0,0,9.13,3,8572556,2664751.92571174,1253198.97744083,0,0,182,0,0,9.23,3,8572556,2664752.29845954,1253198.78943578,0,0,182,0,0,9.23,3
"103",8572557,2665307.93,1253567.92,"Niederrohrdorf, Fohrhölzli",0,0,100,0,0,16.8,4,8572557,2665307.93,1253567.92,0,0,100,0,0,16.8,4,8572557,2665307.93230256,1253567.92421475,0,0,99,0,0,16.97,4,8572557,2665307.93230256,1253567.92421475,0,0,99,0,0,16.97,4,8572557,2665307.93230256,1253567.92421475,0,0,97,0,0,17.32,4,8572557,2665307.93230256,1253567.92421475,0,0,97,0,0,17.32,4,8572557,2665308.93430148,1253568.00459983,0,0,97,0,0,17.32,4,8572557,2665308.93430148,1253568.00459983,0,0,97,0,0,17.32,4,8572557,2665308.93430148,1253568.00459983,0,0,97,0,0,17.32,4,8572557,2665309.92779117,1253566.96838762,0,0,97,0,0,17.32,4,8572557,2665310.29978892,1253566.7749826,0,0,96,0,0,17.5,4
"104",8572558,2665689.69,1252638.92,"Niederrohrdorf, Oberdorf",0,0,145,0,0,11.59,4,8572558,2665689.69,1252638.92,0,0,145,0,0,11.59,4,8572558,2665689.68693754,1252638.92374951,0,0,145,0,0,11.59,4,8572558,2665689.68693754,1252638.92374951,0,0,145,0,0,11.59,4,8572558,2665689.68693754,1252638.92374951,0,0,141,0,0,11.91,4,8572558,2665689.68693754,1252638.92374951,0,0,142,0,0,11.83,4,8572558,2665690.90693607,1252639.00313139,0,0,126,0,0,13.33,4,8572558,2665690.90693607,1252639.00313139,0,0,128,0,0,13.13,4,8572558,2665690.90693607,1252639.00313139,0,0,128,0,0,13.13,4,8572558,2665689.91945405,1252640.96494138,0,0,126,0,0,13.33,4,8572558,2665690.28545183,1252640.77393644,0,0,126,0,0,13.33,4
