RELI;GMDE;HIST_GMDE;E_KOORD;N_KOORD;B21BTOT;B21B11;B21B12;B21B13;B21B14;B21B15;B21B16;B21B21;B21B22;B21B23;B21B24;B21B25;B21B26;B21B27;B21B28;B21B29;B21B30;B21BMTOT;B21BM01;B21BM02;B21BM03;B21BM04;B21BM05;B21BM06;B21BM07;B21BM08;B21BM09;B21BM10;B21BM11;B21BM12;B21BM13;B21BM14;B21BM15;B21BM16;B21BM17;B21BM18;B21BM19;B21BWTOT;B21BW01;B21BW02;B21BW03;B21BW04;B21BW05;B21BW06;B21BW07;B21BW08;B21BW09;B21BW10;B21BW11;B21BW12;B21BW13;B21BW14;B21BW15;B21BW16;B21BW17;B21BW18;B21BW19;B21B41;B21B42;B21B43;B21B44;B21B45;B21B46;B21B51;B21B52;B21B53;B21B54;B21B55;B21B56;H21PTOT;H21P01;H21P02;H21P03;H21P04;H21P05;H21P06;H21PI
69682742;37;13128;2696800;1274200;13;13;0;0;0;0;0;13;0;10;3;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;3;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;0;1;1;8;3;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0
69682762;41;10899;2696800;1276200;4;4;0;0;0;0;0;3;0;3;0;0;1;0;1;0;0;2;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;3;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0
69702141;1361;11778;2697000;1214100;7;7;0;0;0;0;0;7;2;4;1;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;1;4;2;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0
69702330;158;10363;2697000;1233000;78;68;10;6;1;3;0;63;4;43;16;0;15;8;2;5;0;31;2;0;0;0;2;0;2;0;0;2;2;4;7;3;1;1;2;1;2;47;0;0;0;0;0;2;3;0;0;2;9;4;3;5;2;3;4;4;6;1;4;3;59;11;0;77;1;0;0;0;0;0;0;0;0;0;0;0;0
69702363;157;12501;2697000;1236300;39;35;4;3;0;1;0;29;0;18;11;0;10;8;1;1;0;16;0;1;0;1;0;0;2;0;1;2;2;1;0;0;1;1;1;0;3;23;0;0;0;1;0;0;0;2;2;0;0;1;1;1;0;1;3;8;3;0;6;8;24;1;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0
69702407;196;12427;2697000;1240700;38;35;3;3;0;0;0;29;1;21;7;0;9;7;1;1;0;14;0;0;0;1;0;0;0;0;0;0;2;0;0;1;2;1;1;1;5;24;0;0;0;0;0;0;0;1;1;1;2;1;1;2;1;4;4;3;3;0;2;2;29;5;0;38;0;0;0;0;0;0;0;0;0;0;0;0;0
69712280;1323;10314;2697100;1228000;14;14;0;0;0;0;0;14;1;2;11;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;12;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;1;2;4;1;0;2;0;11;1;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0
69722617;230;10347;2697200;1261700;540;437;103;48;20;35;0;408;162;105;140;1;132;62;20;50;0;292;4;1;5;10;25;14;22;30;12;13;30;31;27;17;14;10;5;9;13;248;5;3;1;5;9;16;10;11;13;10;11;14;9;13;14;20;16;27;41;8;66;45;334;87;0;532;1;2;4;0;1;0;0;0;0;0;0;0;0
69741148;5397;14973;2697400;1114800;2;2;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
69742658;227;12977;2697400;1265800;27;25;2;2;0;0;0;25;0;13;12;0;2;2;0;0;0;10;0;0;0;0;0;0;0;2;2;1;0;0;0;2;0;1;0;1;1;17;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;1;1;6;6;0;0;3;23;1;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0
69771519;5079;13092;2697700;1151900;16;15;1;1;0;0;0;14;5;8;1;0;2;2;0;0;0;5;0;0;0;0;0;1;0;0;0;0;1;0;2;0;1;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;6;0;1;0;9;6;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0
69791225;5317;14495;2697900;1122500;13;11;2;2;0;0;0;9;3;5;1;0;4;4;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;10;0;0;0;0;1;0;0;0;0;0;0;1;1;1;1;0;2;1;2;0;4;1;5;3;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0
69792049;1363;12192;2697900;1204900;12;12;0;0;0;0;0;12;9;3;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;9;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;3;2;0;0;0;2;10;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0
69831083;5097;11833;2698300;1108300;11;10;1;1;0;0;0;9;5;2;2;0;2;1;0;1;0;7;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;4;1;0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;2;0;0;1;2;4;4;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0
69831921;1218;10364;2698300;1192100;15;15;0;0;0;0;0;15;12;1;2;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;1;1;0;1;8;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;4;1;0;0;1;5;9;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0
69832806;4536;15468;2698300;1280600;8;7;1;0;0;1;0;7;1;1;5;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;7;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;3;0;0;1;2;5;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0
69852827;4545;15473;2698500;1282700;21;19;2;1;0;1;0;16;0;5;11;0;5;4;0;1;0;13;0;0;0;0;1;0;0;0;0;0;3;0;0;3;1;4;0;1;0;8;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;2;1;0;5;4;10;2;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0
69902706;39;10563;2699000;1270600;7;7;0;0;0;0;0;6;0;4;2;0;1;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;2;0;1;1;1;4;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0
69922271;1321;12007;2699200;1227100;5;4;1;0;1;0;0;4;0;0;4;0;1;1;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;4;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0
69922494;172;11989;2699200;1249400;40;35;5;3;0;2;0;32;0;20;12;0;8;6;1;1;0;14;0;0;0;0;0;0;2;0;0;1;2;1;1;1;1;1;2;1;1;26;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;4;7;6;7;0;5;4;29;2;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0
69951111;5125;12922;2699500;1111100;8;7;1;1;0;0;0;7;0;4;3;0;1;1;0;0;0;5;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2;0;1;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;2;1;4;0;0;7;0;1;0;0;0;0;0;0;0;0;0;0;0
69962404;115;12023;2699600;1240400;45;36;9;9;0;0;0;31;1;20;10;0;14;11;0;3;0;24;0;0;0;0;5;3;2;2;1;2;1;1;0;1;2;0;0;2;2;21;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;3;5;6;2;5;6;32;0;0;43;2;0;0;0;0;0;0;0;0;0;0;0;0
69981158;5396;15627;2699800;1115800;35;29;6;2;4;0;0;25;3;14;8;0;10;5;3;2;0;16;0;2;0;0;0;0;1;1;0;0;0;1;1;1;1;2;3;1;2;19;0;0;0;0;0;0;1;0;0;0;0;0;1;1;2;1;7;3;3;0;6;3;20;6;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0
69982204;1301;12152;2699800;1220400;29;25;4;0;0;4;0;24;9;2;13;0;5;0;0;5;0;18;0;0;0;3;0;0;0;0;1;2;2;2;2;0;2;1;2;0;1;11;0;0;0;0;0;0;0;0;1;1;1;2;0;3;1;0;0;1;1;0;3;1;16;9;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0
70002543;180;10389;2700000;1254300;13;12;1;1;0;0;0;11;3;6;2;0;2;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;3;5;0;0;0;10;3;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0
70002680;216;11565;2700000;1268000;4;3;1;0;1;0;0;3;0;2;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;2;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0
70002737;4601;15447;2700000;1273700;12;12;0;0;0;0;0;12;3;2;7;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;2;1;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;4;0;0;1;5;6;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0
70022379;116;11970;2700200;1237900;21;21;0;0;0;0;0;17;0;11;6;0;4;4;0;0;0;5;0;0;0;0;0;0;1;0;1;0;0;0;2;0;0;0;1;0;0;16;0;0;0;0;0;0;0;2;2;0;0;1;0;0;1;2;0;4;4;0;0;2;16;3;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0
70042035;1367;12362;2700400;1203500;7;7;0;0;0;0;0;7;4;2;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;2;0;0;2;1;4;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0
70052343;153;12143;2700500;1234300;51;43;8;4;4;0;0;43;2;26;15;0;8;5;2;1;0;21;1;0;0;1;0;0;1;0;0;1;1;3;2;2;2;3;1;2;1;30;2;0;2;0;2;0;0;1;1;0;2;1;0;2;3;1;4;5;4;0;5;4;35;7;0;51;0;0;0;0;0;0;0;0;0;0;0;0;0
70071204;5324;14940;2700700;1120400;10;10;0;0;0;0;0;9;2;4;3;0;1;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;2;0;1;0;9;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0
70082443;119;12951;2700800;1244300;8;8;0;0;0;0;0;7;0;7;0;0;1;1;0;0;0;5;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;1;0;5;2;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0
70082570;231;10312;2700800;1257000;39;30;9;5;3;1;0;27;1;19;7;0;12;7;2;3;0;18;0;0;0;0;2;1;1;0;0;0;2;0;1;1;3;1;0;4;2;21;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1;0;5;7;5;0;7;6;25;1;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0
70102502;178;12831;2701000;1250200;24;22;2;1;0;1;0;19;0;15;4;0;5;2;1;2;0;13;0;1;0;0;1;0;2;1;0;1;0;1;0;0;1;2;1;0;2;11;0;0;0;0;0;0;1;0;0;2;0;0;1;0;1;0;0;2;4;0;2;0;17;5;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0
70102700;211;11777;2701000;1270000;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
70131488;5078;13099;2701300;1148800;12;10;2;2;0;0;0;7;1;5;1;0;5;5;0;0;0;4;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;8;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;1;4;0;2;1;7;2;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0
70142287;1322;11961;2701400;1228700;32;31;1;0;0;1;0;27;4;9;14;0;5;3;2;0;0;18;1;0;0;0;1;4;0;1;0;1;1;1;1;1;1;1;2;0;2;14;0;0;0;0;0;0;0;0;0;1;0;5;0;1;3;0;1;2;1;1;2;3;20;5;1;30;1;0;0;0;1;0;0;0;0;0;0;0;0
70151911;1219;10869;2701500;1191100;10;7;3;3;0;0;0;6;3;2;1;0;4;4;0;0;0;5;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;2;5;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;2;0;1;1;0;0;4;5;0;9;0;1;0;0;0;0;0;0;0;0;0;0;0
70161708;3986;16042;2701600;1170800;21;19;2;2;0;0;0;19;10;8;1;0;2;2;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;1;1;0;14;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;2;3;7;0;2;0;6;13;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0
70172469;177;13137;2701700;1246900;65;52;13;5;4;4;0;48;10;26;12;0;17;7;4;6;0;27;0;0;0;0;2;0;3;2;0;4;1;0;4;6;1;2;1;1;0;38;0;0;2;1;0;2;2;1;0;1;1;6;4;5;2;2;4;2;3;2;8;6;41;7;1;63;0;1;1;0;0;0;0;0;0;0;0;0;0
70172643;298;15631;2701700;1264300;63;54;9;5;2;2;0;51;2;31;18;0;12;6;3;3;0;28;0;2;1;0;2;2;1;0;2;0;1;1;1;0;1;2;3;3;6;35;0;1;0;0;1;0;0;1;1;0;0;0;0;1;0;2;3;12;13;1;13;4;41;4;0;62;0;0;1;0;0;0;0;0;0;0;0;0;0
70212107;1368;12475;2702100;1210700;8;7;1;1;0;0;0;7;2;0;5;0;1;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;2;0;0;3;0;3;2;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0
70221135;5115;12807;2702200;1113500;69;57;12;12;0;0;0;47;7;27;13;0;22;22;0;0;0;22;0;1;0;1;0;0;0;1;0;0;2;3;1;1;2;0;1;4;5;47;0;0;1;1;0;1;0;1;1;1;1;0;1;0;2;3;5;8;21;3;10;6;44;6;0;66;3;0;0;0;0;0;0;0;0;0;0;0;0
70222677;225;12889;2702200;1267700;10;9;1;0;0;1;0;8;0;3;5;0;2;1;0;1;0;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;2;1;5;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;3;0;2;0;8;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0
70242765;292;16122;2702400;1276500;4;4;0;0;0;0;0;4;1;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;2;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0
70261478;5071;11579;2702600;1147800;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
70272421;121;10277;2702700;1242100;134;116;18;13;1;4;0;107;30;45;32;0;27;17;3;7;0;70;1;1;0;4;5;4;8;5;1;3;4;11;8;3;4;2;0;4;2;64;1;1;0;1;4;1;2;2;2;0;5;2;7;5;5;5;9;4;8;0;17;8;86;23;0;134;0;0;0;0;0;0;0;0;0;0;0;0;0
70272625;219;12294;2702700;1262500;28;28;0;0;0;0;0;27;1;17;9;0;1;1;0;0;0;12;0;0;0;0;0;1;1;1;0;0;1;0;0;3;0;1;0;2;2;16;1;1;0;1;0;1;0;1;0;0;0;0;0;0;1;1;1;3;5;5;1;2;19;1;0;23;5;0;0;0;0;0;0;0;0;0;0;0;0
70291124;5091;11673;2702900;1112400;67;53;14;14;0;0;0;42;6;14;22;0;25;23;0;2;0;31;0;0;0;0;1;1;1;0;2;0;4;1;3;1;0;5;5;6;1;36;0;0;0;0;0;0;1;1;0;1;0;0;1;0;1;6;4;7;14;5;6;6;45;4;1;61;3;3;0;0;0;0;0;0;0;0;0;0;0
70292850;2963;13170;2702900;1285000;9;7;2;2;0;0;0;7;0;3;4;0;2;2;0;0;0;5;0;0;0;0;0;0;0;3;0;0;0;0;1;0;1;0;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0;0;4;0;5;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0
70362129;1375;10865;2703600;1212900;4;4;0;0;0;0;0;3;1;1;1;0;1;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;2;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0
70402538;182;10334;2704000;1253800;3;1;2;0;0;2;0;0;0;0;0;0;3;1;0;2;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
70421282;5399;16589;2704200;1128200;11;10;1;1;0;0;0;10;0;10;0;0;1;1;0;0;0;7;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;0;0;2;1;0;8;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0
70432690;218;12144;2704300;1269000;8;8;0;0;0;0;0;7;2;2;3;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;3;0;0;0;6;2;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0
70442363;112;11478;2704400;1236300;26;23;3;2;0;1;0;22;0;18;4;0;4;3;0;1;0;11;0;0;1;0;1;0;2;0;2;1;0;1;1;0;0;0;1;0;1;15;0;0;0;1;0;0;1;0;0;0;0;1;0;1;2;1;4;2;2;0;2;6;17;1;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0
70461484;5072;15685;2704600;1148400;31;26;5;4;1;0;0;25;12;8;5;0;6;5;1;0;0;11;1;0;0;0;0;0;0;0;2;2;0;0;2;1;0;0;0;0;3;20;1;0;0;0;0;1;0;0;0;0;1;1;1;0;0;3;5;3;4;1;2;2;17;9;0;30;0;0;1;0;0;0;0;0;0;0;0;0;0
70462816;2962;12233;2704600;1281600;4;1;3;3;0;0;0;1;0;1;0;0;3;2;1;0;0;3;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;1;0;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0
70471138;5113;12828;2704700;1113800;133;99;34;30;1;3;0;86;32;22;32;0;47;38;2;7;0;68;0;1;0;0;4;1;5;6;7;3;5;8;4;5;3;3;7;4;2;65;0;0;0;1;0;1;0;0;1;2;0;3;2;4;4;3;8;23;13;5;20;22;73;12;1;128;3;0;1;0;1;0;0;0;0;0;0;0;0
70472584;226;14120;2704700;1258400;3;3;0;0;0;0;0;3;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
70482469;173;12161;2704800;1246900;17;14;3;3;0;0;0;16;1;12;3;0;1;1;0;0;0;7;0;0;0;0;0;0;1;0;1;0;1;0;1;0;1;1;1;0;0;10;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;1;1;3;0;2;2;10;3;0;16;0;0;0;1;0;0;0;0;0;0;0;0;0
70521152;5121;13135;2705200;1115200;5;5;0;0;0;0;0;4;0;1;3;0;1;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;5;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0
70522730;4616;15431;2705200;1273000;4;4;0;0;0;0;0;4;1;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0
70532790;4871;15440;2705300;1279000;15;15;0;0;0;0;0;15;3;5;7;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;11;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;2;5;0;1;0;13;1;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0
70552277;1341;11774;2705500;1227700;22;21;1;0;1;0;0;19;2;5;12;0;3;2;1;0;0;13;0;1;1;2;0;0;0;1;1;0;0;2;0;1;0;2;0;1;1;9;0;0;1;0;1;1;0;0;0;0;2;0;1;0;0;0;1;1;1;0;2;3;11;6;0;22;0;0;0;0;0;3;1;1;0;1;0;0;1
70561145;5120;12463;2705600;1114500;9;9;0;0;0;0;0;7;2;1;4;0;2;2;0;0;0;4;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;0;0;0;8;1;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0
70592322;3340;14925;2705900;1232200;81;72;9;5;0;4;0;63;2;16;45;0;18;12;2;4;0;33;0;0;0;0;0;1;3;3;2;3;6;0;4;1;4;1;0;2;3;48;0;0;0;0;0;0;0;1;1;0;1;0;3;3;3;6;5;11;14;1;6;4;62;8;0;80;0;0;0;0;1;0;0;0;0;0;0;0;0
70600944;5239;16611;2706000;1094400;16;14;2;1;0;1;0;13;3;6;4;0;3;2;0;1;0;7;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;0;1;0;9;0;0;0;0;0;0;0;0;0;2;0;0;0;1;1;0;1;2;2;0;0;2;13;1;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0
70612550;228;10857;2706100;1255000;23;22;1;1;0;0;0;18;2;7;9;0;5;2;0;2;1;11;0;0;0;0;2;1;0;1;0;0;1;0;1;1;1;1;0;0;2;12;0;0;0;0;0;0;1;1;1;1;0;0;1;0;1;0;2;2;2;0;3;3;15;2;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0
70622372;113;12159;2706200;1237200;56;48;8;5;2;1;0;42;1;28;13;0;14;9;2;3;0;24;1;0;1;0;1;1;2;1;7;2;0;2;3;1;1;1;0;0;0;32;0;1;0;1;0;3;1;3;3;1;2;3;0;0;1;3;4;5;1;1;10;7;32;6;0;54;0;1;0;1;0;4;2;0;1;1;0;0;1
70622531;181;10242;2706200;1253100;22;21;1;1;0;0;0;19;0;13;6;0;3;3;0;0;0;10;0;0;0;0;0;0;0;3;0;0;2;0;1;1;0;0;1;0;2;12;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;3;6;0;1;5;14;2;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0
70631150;5118;12436;2706300;1115000;53;48;5;3;0;2;0;42;1;22;19;0;11;9;0;2;0;14;0;0;0;0;0;0;2;0;1;0;2;3;1;0;1;2;1;1;0;39;0;0;0;0;0;0;0;2;1;0;0;2;1;3;0;4;5;6;15;0;7;5;38;3;0;53;0;0;0;0;0;0;0;0;0;0;0;0;0
70631156;5096;11832;2706300;1115600;3;2;1;1;0;0;0;1;1;0;0;0;2;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
70642398;117;12156;2706400;1239800;63;57;6;4;0;2;0;53;2;40;11;0;10;8;0;1;1;32;1;1;0;0;1;3;2;2;0;4;5;1;5;0;0;1;2;3;1;31;1;0;0;5;1;0;1;0;2;1;2;1;1;0;3;1;6;4;2;1;10;9;35;8;0;62;1;0;0;0;0;1;0;0;0;0;1;0;1
70652662;4571;15457;2706500;1266200;18;18;0;0;0;0;0;16;0;7;9;0;2;1;1;0;0;8;0;0;0;0;0;1;0;1;0;1;1;1;1;1;0;0;0;1;0;10;0;0;0;0;0;0;0;1;1;0;0;1;2;0;0;0;0;3;2;0;0;1;13;4;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0
70670966;5146;11684;2706700;1096600;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
70672798;2964;10592;2706700;1279800;15;13;2;2;0;0;0;11;1;4;6;0;4;2;1;1;0;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;1;11;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;1;1;6;0;0;1;12;2;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0
70702353;118;12883;2707000;1235300;110;100;10;7;0;3;0;92;11;52;29;0;18;12;0;6;0;43;2;1;3;3;0;2;0;1;3;3;3;5;2;2;6;1;0;4;2;67;1;2;1;2;0;0;1;0;0;0;6;6;5;4;4;5;11;9;10;4;14;9;71;12;0;107;3;0;0;0;0;0;0;0;0;0;0;0;0
70722277;1344;12607;2707200;1227700;22;20;2;2;0;0;0;20;2;6;12;0;2;2;0;0;0;7;1;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;1;15;0;0;0;0;0;0;0;0;0;1;0;1;2;0;1;0;2;0;8;1;0;1;17;3;0;21;0;0;0;0;1;0;0;0;0;0;0;0;0
